0.043270 0.302 -1.438 4.168 0.471 -1.549 4.233 0.288 -1.605 4.136 -9.8522e-06
0.082111 0.302 -1.438 4.168 0.471 -1.549 4.232 0.288 -1.604 4.134 -5.7883e-05
0.176079 0.301 -1.438 4.167 0.470 -1.549 4.232 0.286 -1.604 4.133 -6.1250e-05
0.226971 0.300 -1.438 4.168 0.469 -1.550 4.232 0.285 -1.603 4.131 7.8150e-05
0.277268 0.300 -1.438 4.168 0.468 -1.550 4.231 0.285 -1.602 4.129 -5.7619e-05
0.376976 0.299 -1.438 4.169 0.468 -1.550 4.231 0.284 -1.601 4.127 -4.6928e-05
0.441738 0.298 -1.438 4.170 0.466 -1.550 4.231 0.283 -1.602 4.128 7.8559e-06
0.490280 0.297 -1.439 4.171 0.464 -1.552 4.229 0.281 -1.602 4.128 -1.7355e-06
0.581516 0.297 -1.439 4.172 0.463 -1.551 4.229 0.281 -1.602 4.129 -8.2555e-06
0.611973 0.296 -1.439 4.173 0.463 -1.551 4.229 0.279 -1.603 4.131 -1.7876e-04
0.713108 0.296 -1.439 4.173 0.463 -1.550 4.229 0.279 -1.602 4.131 -1.6568e-04
0.742085 0.295 -1.438 4.175 0.461 -1.551 4.228 0.275 -1.601 4.131 1.7263e-04
0.843277 0.295 -1.438 4.174 0.460 -1.551 4.227 0.274 -1.601 4.130 1.7497e-04
0.873447 0.294 -1.437 4.173 0.459 -1.551 4.227 0.272 -1.600 4.129 8.9941e-06
0.973282 0.294 -1.436 4.173 0.459 -1.551 4.226 0.271 -1.599 4.129 6.7386e-05
1.003887 0.292 -1.435 4.172 0.458 -1.550 4.226 0.270 -1.598 4.128 1.2797e-04
1.109177 0.292 -1.435 4.172 0.457 -1.551 4.225 0.269 -1.598 4.128 -9.4251e-05
1.134136 0.291 -1.433 4.170 0.456 -1.551 4.223 0.268 -1.596 4.127 8.7395e-05
1.201340 0.290 -1.432 4.169 0.455 -1.552 4.222 0.267 -1.596 4.126 2.1978e-04
1.264641 0.290 -1.432 4.170 0.455 -1.551 4.222 0.266 -1.595 4.125 5.7817e-05
1.333542 0.290 -1.431 4.169 0.455 -1.551 4.222 0.265 -1.595 4.125 1.6232e-05
1.397499 0.289 -1.430 4.168 0.454 -1.551 4.221 0.264 -1.594 4.126 5.3082e-06
1.464912 0.288 -1.429 4.167 0.453 -1.550 4.221 0.263 -1.594 4.125 -6.2094e-05
1.531815 0.287 -1.427 4.167 0.452 -1.550 4.220 0.262 -1.593 4.124 -1.6077e-05
1.597149 0.285 -1.426 4.165 0.452 -1.550 4.219 0.260 -1.592 4.123 1.8623e-04
1.662750 0.285 -1.425 4.166 0.451 -1.550 4.219 0.260 -1.592 4.124 2.9225e-04
1.728245 0.284 -1.423 4.165 0.451 -1.549 4.219 0.258 -1.590 4.123 1.7068e-04
1.798119 0.284 -1.421 4.165 0.450 -1.549 4.219 0.257 -1.589 4.122 3.5065e-04
1.862053 0.283 -1.419 4.166 0.450 -1.549 4.220 0.256 -1.588 4.121 3.2099e-04
1.930313 0.282 -1.417 4.164 0.449 -1.549 4.219 0.255 -1.587 4.120 1.4652e-04
1.995663 0.282 -1.416 4.164 0.450 -1.549 4.220 0.253 -1.585 4.117 -2.7033e-04
2.061584 0.281 -1.415 4.165 0.449 -1.550 4.220 0.251 -1.584 4.117 -2.3855e-04
2.129612 0.282 -1.413 4.165 0.448 -1.551 4.219 0.251 -1.583 4.117 -1.4124e-04
2.199768 0.281 -1.411 4.165 0.448 -1.553 4.220 0.249 -1.581 4.116 -6.3123e-05
2.265442 0.282 -1.411 4.167 0.447 -1.555 4.219 0.248 -1.580 4.118 -1.2722e-04
2.334641 0.283 -1.410 4.167 0.447 -1.557 4.219 0.247 -1.579 4.117 -1.4577e-04
2.401424 0.283 -1.409 4.168 0.447 -1.558 4.219 0.247 -1.578 4.118 -9.6859e-05
2.468029 0.284 -1.410 4.169 0.448 -1.560 4.220 0.246 -1.577 4.119 -8.4526e-05
2.536320 0.284 -1.410 4.172 0.448 -1.561 4.220 0.246 -1.578 4.121 -1.5244e-04
2.599720 0.285 -1.411 4.174 0.449 -1.561 4.220 0.246 -1.578 4.122 -8.0285e-05
2.669357 0.284 -1.412 4.177 0.449 -1.561 4.221 0.245 -1.578 4.122 -9.4306e-05
2.736481 0.285 -1.413 4.179 0.449 -1.561 4.221 0.246 -1.578 4.123 -3.1715e-04
2.799549 0.285 -1.414 4.179 0.450 -1.560 4.222 0.247 -1.578 4.123 -3.0814e-04
2.868839 0.286 -1.414 4.179 0.450 -1.560 4.221 0.248 -1.579 4.124 1.3831e-04
2.933350 0.285 -1.415 4.178 0.450 -1.559 4.220 0.248 -1.579 4.124 1.7398e-04
3.002483 0.285 -1.416 4.178 0.450 -1.559 4.220 0.249 -1.581 4.126 1.2441e-04
3.069645 0.285 -1.416 4.177 0.449 -1.559 4.219 0.249 -1.582 4.128 1.5978e-04
3.134693 0.284 -1.417 4.176 0.448 -1.559 4.219 0.249 -1.582 4.126 1.4845e-05
3.243984 0.284 -1.418 4.176 0.449 -1.558 4.221 0.249 -1.583 4.125 1.2958e-04
3.266094 0.283 -1.418 4.174 0.448 -1.557 4.221 0.249 -1.584 4.126 2.6383e-05
3.345535 0.282 -1.419 4.174 0.447 -1.556 4.221 0.249 -1.586 4.125 2.2537e-04
3.442356 0.281 -1.420 4.173 0.445 -1.556 4.219 0.248 -1.586 4.125 6.0122e-05
3.493378 0.279 -1.422 4.170 0.445 -1.554 4.221 0.249 -1.589 4.123 -4.7507e-05
3.547268 0.279 -1.422 4.168 0.445 -1.554 4.221 0.249 -1.589 4.123 -4.7507e-05
3.647484 0.277 -1.423 4.167 0.444 -1.553 4.221 0.249 -1.590 4.122 1.1480e-04
3.687820 0.276 -1.425 4.166 0.443 -1.553 4.220 0.249 -1.592 4.122 -8.2313e-05
3.743309 0.275 -1.426 4.165 0.442 -1.553 4.220 0.249 -1.593 4.122 -3.1141e-04
3.842258 0.274 -1.426 4.164 0.442 -1.552 4.219 0.249 -1.594 4.121 1.1811e-04
3.882416 0.273 -1.428 4.163 0.440 -1.552 4.219 0.248 -1.595 4.120 -1.2606e-04
3.980534 0.272 -1.428 4.163 0.440 -1.552 4.218 0.247 -1.595 4.119 -8.3202e-05
4.010998 0.271 -1.429 4.162 0.438 -1.553 4.216 0.246 -1.596 4.118 1.7994e-05
4.112194 0.270 -1.429 4.161 0.437 -1.553 4.215 0.246 -1.596 4.118 8.4890e-05
4.141651 0.269 -1.430 4.160 0.435 -1.553 4.214 0.245 -1.597 4.118 -4.2886e-05
4.241943 0.269 -1.430 4.161 0.434 -1.555 4.212 0.245 -1.597 4.117 9.2810e-06
4.272099 0.268 -1.431 4.161 0.432 -1.555 4.212 0.243 -1.597 4.113 3.0529e-05
4.374420 0.268 -1.431 4.162 0.432 -1.555 4.212 0.243 -1.597 4.114 1.6256e-05
4.401718 0.267 -1.433 4.163 0.432 -1.555 4.212 0.242 -1.598 4.114 -2.2238e-06
4.507229 0.267 -1.432 4.162 0.431 -1.555 4.213 0.242 -1.598 4.114 -3.6567e-05
4.534363 0.266 -1.432 4.159 0.431 -1.555 4.213 0.242 -1.599 4.116 1.0983e-04
4.600170 0.266 -1.432 4.158 0.431 -1.555 4.214 0.242 -1.600 4.116 -2.3483e-05
4.666664 0.266 -1.432 4.157 0.431 -1.555 4.214 0.242 -1.600 4.116 -9.1780e-05
4.734070 0.266 -1.432 4.156 0.430 -1.555 4.213 0.242 -1.600 4.117 1.4356e-05
4.799332 0.266 -1.432 4.155 0.430 -1.556 4.213 0.242 -1.600 4.117 3.9525e-05
4.867558 0.267 -1.432 4.157 0.429 -1.557 4.212 0.242 -1.600 4.117 1.2496e-04
4.931271 0.267 -1.433 4.160 0.429 -1.557 4.212 0.243 -1.600 4.116 3.8331e-04
4.999897 0.268 -1.434 4.161 0.429 -1.558 4.211 0.244 -1.600 4.118 5.2464e-05
5.065876 0.269 -1.435 4.163 0.430 -1.558 4.211 0.244 -1.600 4.117 -8.7049e-05
5.132011 0.269 -1.435 4.165 0.430 -1.558 4.212 0.245 -1.599 4.116 7.2844e-05
5.201359 0.270 -1.436 4.166 0.431 -1.557 4.213 0.245 -1.599 4.115 3.0134e-05
5.266239 0.271 -1.436 4.167 0.432 -1.557 4.214 0.246 -1.599 4.116 -7.2444e-05
5.334690 0.271 -1.436 4.167 0.433 -1.557 4.215 0.247 -1.599 4.115 -3.2299e-04
5.402302 0.272 -1.436 4.167 0.434 -1.556 4.216 0.247 -1.599 4.115 -2.2327e-04
5.466862 0.272 -1.436 4.167 0.434 -1.556 4.217 0.247 -1.598 4.115 -3.7052e-05
5.537136 0.273 -1.436 4.167 0.435 -1.556 4.217 0.248 -1.598 4.116 -6.5121e-05
5.600189 0.273 -1.436 4.167 0.435 -1.556 4.217 0.248 -1.598 4.116 -1.6607e-04
5.667812 0.273 -1.435 4.166 0.436 -1.555 4.219 0.248 -1.598 4.115 -1.0297e-04
5.778648 0.273 -1.435 4.166 0.437 -1.555 4.220 0.249 -1.598 4.116 -8.8019e-05
5.798531 0.274 -1.435 4.166 0.438 -1.554 4.221 0.249 -1.598 4.115 -1.4761e-04
5.867710 0.275 -1.435 4.166 0.439 -1.553 4.222 0.250 -1.598 4.116 -6.2773e-05
5.932907 0.275 -1.435 4.167 0.440 -1.553 4.223 0.250 -1.597 4.115 1.7528e-06
6.001488 0.275 -1.435 4.167 0.440 -1.554 4.222 0.251 -1.597 4.116 -2.9036e-04
