0.058380 0.575 -1.394 4.392 0.787 -1.484 4.453 0.589 -1.574 4.330 
0.112770 0.576 -1.393 4.392 0.788 -1.484 4.454 0.590 -1.575 4.332 
0.194161 0.576 -1.393 4.391 0.788 -1.483 4.454 0.590 -1.575 4.332 
0.245968 0.577 -1.393 4.392 0.788 -1.484 4.453 0.591 -1.575 4.334 
0.325424 0.577 -1.393 4.393 0.788 -1.484 4.453 0.591 -1.575 4.334 
0.376370 0.578 -1.393 4.394 0.789 -1.484 4.453 0.592 -1.576 4.337 
0.454769 0.579 -1.393 4.396 0.789 -1.483 4.454 0.593 -1.576 4.338 
0.510399 0.580 -1.394 4.397 0.790 -1.482 4.455 0.594 -1.577 4.341 
0.586830 0.580 -1.394 4.398 0.791 -1.482 4.456 0.594 -1.577 4.342 
0.640480 0.580 -1.393 4.397 0.791 -1.482 4.456 0.595 -1.579 4.346 
0.719635 0.580 -1.394 4.398 0.791 -1.482 4.456 0.595 -1.579 4.347 
0.774353 0.581 -1.394 4.401 0.792 -1.481 4.457 0.596 -1.580 4.351 
0.860851 0.581 -1.395 4.402 0.792 -1.481 4.457 0.596 -1.580 4.351 
0.914860 0.582 -1.396 4.405 0.793 -1.481 4.457 0.597 -1.580 4.352 
0.985043 0.582 -1.396 4.405 0.793 -1.481 4.457 0.597 -1.580 4.352 
1.047554 0.582 -1.395 4.401 0.793 -1.482 4.456 0.598 -1.580 4.353 
1.081341 0.582 -1.394 4.401 0.793 -1.482 4.455 0.598 -1.580 4.353 
1.194653 0.582 -1.393 4.399 0.793 -1.482 4.455 0.598 -1.579 4.352 
1.256462 0.582 -1.393 4.397 0.793 -1.483 4.454 0.597 -1.579 4.352 
1.320713 0.582 -1.393 4.399 0.792 -1.484 4.453 0.597 -1.578 4.350 
1.387867 0.582 -1.393 4.400 0.792 -1.484 4.452 0.597 -1.578 4.348 
1.452900 0.582 -1.394 4.401 0.792 -1.485 4.452 0.596 -1.577 4.346 
1.518406 0.582 -1.394 4.403 0.791 -1.485 4.451 0.596 -1.576 4.345 
